,YEAR,PREVAILING_WAGE
2539391,2012,0
515093,2016,0
2585490,2012,0
233070,2016,0
1006170,2015,0
2629906,2012,0
2407989,2012,0
1447250,2014,0
1702886,2014,0
603958,2016,0
993361,2015,0
2588816,2012,0
1024134,2015,0
608199,2016,0
1466779,2014,0
2663156,2011,0
2295038,2012,0
722344,2015,0
510990,2016,0
1723794,2014,0
2164518,2013,0
2330337,2012,0
1668934,2014,0
1699907,2014,0
2187011,2013,0
2051692,2013,0
2842005,2011,0
1009573,2015,0
1899296,2013,0
1485647,2014,0
1301345,2014,0
414294,2016,0
764444,2015,0
2247836,2012,0
2018903,2013,0
2989393,2011,0
1138242,2015,0
2138134,2013,0
1890114,2013,0
1662557,2014,0
1907860,2013,0
834604,2015,0
2382179,2012,0
1159487,2015,0
240670,2016,0
1063820,2015,0
1962944,2013,0
1677440,2014,0
2451494,2012,0
2841248,2011,0
177414,2016,0
172730,2016,0
2648925,2011,0
1974583,2013,0
2151060,2013,0
1945073,2013,0
1275587,2014,0
2039022,2013,0
2997894,2011,0
839290,2015,0
1259191,2015,0
770816,2015,0
612398,2016,0
1505333,2014,0
2208945,2013,0
1174264,2015,0
302129,2016,0
1148923,2015,0
2313456,2012,0
2513736,2012,0
1413262,2014,0
80494,2016,0
641382,2016,0
638868,2016,0
2784314,2011,0
694762,2015,0
316411,2016,0
453336,2016,0
1327129,2014,0
2839322,2011,0
2957054,2011,0
2190709,2013,0
876217,2015,0
1532495,2014,0
1085852,2015,0
1913319,2013,0
1504547,2014,0
932706,2015,0
1306883,2014,0
2765804,2011,0
1402697,2014,0
1290450,2014,0
2338349,2012,0
2628133,2012,0
296660,2016,0
204417,2016,0
946699,2015,0
2180479,2013,0
2297019,2012,0
996447,2015,0
505626,2016,0
34310,2016,0
1185801,2015,0
2751741,2011,0
1465667,2014,0
2228995,2012,0
1326982,2014,0
2276800,2012,0
2199994,2013,0
132991,2016,0
1595056,2014,0
1733209,2014,0
1847310,2013,0
803818,2015,0
93113,2016,0
2736727,2011,0
1596262,2014,0
1186112,2015,0
87594,2016,0
538652,2016,0
2682504,2011,0
1137884,2015,0
2197098,2013,0
341993,2016,0
451667,2016,0
2609427,2012,0
498009,2016,0
2100473,2013,0
2983636,2011,0
435341,2016,0
818176,2015,0
1277008,2014,0
1419295,2014,0
1104656,2015,0
2242721,2012,0
2712813,2011,0
44272,2016,0
2583618,2012,0
1626154,2014,0
1094942,2015,0
1260692,2015,0
1374156,2014,0
1461140,2014,0
538277,2016,0
495564,2016,0
2030681,2013,0
816538,2015,0
2979019,2011,0
2158499,2013,0
2596850,2012,0
332379,2016,0
1823839,2013,0
2508540,2012,0
202246,2016,0
716558,2015,0
2027636,2013,0
320034,2016,0
435495,2016,0
1683207,2014,0
2198899,2013,0
1882450,2013,0
1892604,2013,0
132515,2016,0
1435802,2014,0
2687461,2011,0
1404439,2014,0
2568116,2012,0
38160,2016,0
119457,2016,0
2047540,2013,0
1253828,2015,0
751018,2015,0
1838221,2013,0
524852,2016,0
2565638,2012,0
2432960,2012,0
850639,2015,0
2102980,2013,0
1496915,2014,0
2017842,2013,0
2936060,2011,0
2403300,2012,0
1223507,2015,0
2767183,2011,0
1339880,2014,0
2677358,2011,0
128691,2016,0
1921790,2013,0
1519590,2014,0
1235244,2015,0
1618818,2014,0
1493031,2014,0
1794101,2013,0
1906453,2013,0
2283886,2012,0
2095051,2013,0
612990,2016,0
2382339,2012,0
1657345,2014,0
2525996,2012,0
592291,2016,0
2846494,2011,0
422211,2016,0
1083226,2015,0
44485,2016,0
160373,2016,0
723269,2015,0
2215743,2013,0
2296529,2012,0
2427152,2012,0
2401243,2012,0
121945,2016,0
2198832,2013,0
2016907,2013,0
2919242,2011,0
2580577,2012,0
915960,2015,0
1218345,2015,0
1730252,2014,0
986705,2015,0
1431991,2014,0
551583,2016,0
1179956,2015,0
1932535,2013,0
1732285,2014,0
2774177,2011,0
1441537,2014,0
1373071,2014,0
1233904,2015,0
2777951,2011,0
2975602,2011,0
1484447,2014,0
1485417,2014,0
1459154,2014,0
559794,2016,0
29775,2016,0
2661170,2011,0
1540432,2014,0
784538,2015,0
2430059,2012,0
2896517,2011,0
2008169,2013,0
549467,2016,0
1376165,2014,0
2615433,2012,0
36359,2016,0
1690218,2014,0
784265,2015,0
2671452,2011,0
933653,2015,0
2985448,2011,0
1107521,2015,0
1284908,2014,0
1840577,2013,0
966419,2015,0
1931781,2013,0
778368,2015,0
910577,2015,0
1785836,2014,0
1112220,2015,0
696255,2015,0
1258365,2015,0
1602269,2014,0
1623812,2014,0
2635320,2012,0
1335373,2014,0
1412468,2014,0
1405416,2014,0
2332114,2012,0
664967,2015,0
2612165,2012,0
351931,2016,0
1880639,2013,0
554038,2016,0
125938,2016,0
2384124,2012,0
2274916,2012,0
685596,2015,0
884117,2015,0
2283575,2012,0
1962327,2013,0
1944580,2013,0
806132,2015,0
367097,2016,0
226520,2016,0
77280,2016,0
1008660,2015,0
1674259,2014,0
2850691,2011,0
672052,2015,0
705649,2015,0
2609205,2012,0
1396791,2014,0
646786,2016,0
2837230,2011,0
656012,2015,0
1703132,2014,0
206113,2016,0
1430815,2014,0
1780177,2014,0
385451,2016,0
2753919,2011,0
2050478,2013,0
148756,2016,0
1780069,2014,0
2261259,2012,0
2449004,2012,0
1500965,2014,0
2574331,2012,0
273249,2016,0
8085,2016,0
650074,2015,0
2098972,2013,0
1705935,2014,0
2769240,2011,0
1915449,2013,0
1228892,2015,0
698825,2015,0
403032,2016,0
1065677,2015,0
2586486,2012,0
1195581,2015,0
2824156,2011,0
2551604,2012,0
951043,2015,0
2669634,2011,0
2272731,2012,0
1648799,2014,0
2785714,2011,0
1873958,2013,0
2446241,2012,0
381299,2016,0
210963,2016,0
1034402,2015,0
2319854,2012,0
1966740,2013,0
1557123,2014,0
1355282,2014,0
2400854,2012,0
1860907,2013,0
2143725,2013,0
1953354,2013,0
1861567,2013,0
1467140,2014,0
2574605,2012,0
1062285,2015,0
1315975,2014,0
759693,2015,0
2628807,2012,0
1524821,2014,0
190020,2016,0
2097364,2013,0
444345,2016,0
1535375,2014,0
606605,2016,0
205438,2016,0
1576058,2014,0
1722152,2014,0
1921389,2013,0
2877774,2011,0
2440781,2012,0
1384270,2014,0
334880,2016,0
1984863,2013,0
1866857,2013,0
1386221,2014,0
2875527,2011,0
1877131,2013,0
1435864,2014,0
41311,2016,0
1035823,2015,0
2494045,2012,0
1048400,2015,0
1006060,2015,0
299169,2016,0
894886,2015,0
1565993,2014,0
1247987,2015,0
1235054,2015,0
1875119,2013,0
2832995,2011,0
23546,2016,0
1240134,2015,0
1498521,2014,0
2976804,2011,0
643436,2016,0
455831,2016,0
2199543,2013,0
2684660,2011,0
893358,2015,0
273100,2016,0
1033340,2015,0
149824,2016,0
906291,2015,0
1592364,2014,0
940632,2015,0
2422642,2012,0
305489,2016,0
157927,2016,0
2917111,2011,0
1527426,2014,0
603864,2016,0
1933236,2013,0
2163472,2013,0
648122,2015,0
328564,2016,0
418632,2016,0
2847493,2011,0
710291,2015,0
2822875,2011,0
1894125,2013,0
1075394,2015,0
2994985,2011,0
1062052,2015,0
653161,2015,0
167572,2016,0
2935839,2011,0
820989,2015,0
523324,2016,0
2199637,2013,0
1874460,2013,0
1572451,2014,0
982883,2015,0
2482804,2012,0
2420387,2012,0
958033,2015,0
958543,2015,0
1418982,2014,0
379013,2016,0
1436374,2014,0
2595541,2012,0
2783946,2011,0
2186567,2013,0
2504396,2012,0
2129399,2013,0
856877,2015,0
336726,2016,0
941988,2015,0
2558098,2012,0
1271537,2014,0
647037,2016,0
2736514,2011,0
460569,2016,0
508837,2016,0
2475469,2012,0
1958232,2013,0
967,2016,0
1402177,2014,0
2414531,2012,0
690304,2015,0
2707912,2011,0
1282509,2014,0
2439305,2012,0
2130638,2013,0
2354744,2012,0
1966805,2013,0
1222421,2015,0
2482993,2012,0
1274059,2014,0
2955821,2011,0
1120798,2015,0
2374789,2012,0
1761382,2014,0
426871,2016,0
384417,2016,0
128431,2016,0
2252166,2012,0
98764,2016,0
868600,2015,0
1191317,2015,0
429070,2016,0
1627793,2014,0
650194,2015,0
1943474,2013,0
2207518,2013,0
683361,2015,0
1507598,2014,0
2590601,2012,0
2314585,2012,0
2193189,2013,0
1782915,2014,0
2086166,2013,0
830227,2015,0
890473,2015,0
1733241,2014,0
2340375,2012,0
450765,2016,0
413821,2016,0
388897,2016,0
1054647,2015,0
1511561,2014,0
876648,2015,0
1765962,2014,0
2598429,2012,0
2996884,2011,0
655095,2015,0
953452,2015,0
1982730,2013,0
1825673,2013,0
2491354,2012,0
793462,2015,0
1899757,2013,0
2512778,2012,0
1194337,2015,0
2893651,2011,0
2981677,2011,0
1591977,2014,0
1867820,2013,0
2341565,2012,0
963366,2015,0
501469,2016,0
2545135,2012,0
820526,2015,0
1909486,2013,0
2670715,2011,0
2062112,2013,0
1724246,2014,0
307229,2016,0
404159,2016,0
1402439,2014,0
1593504,2014,0
2171887,2013,0
1658832,2014,0
1279744,2014,0
1058527,2015,0
2989781,2011,0
1905982,2013,0
1510948,2014,0
1508154,2014,0
152887,2016,0
191966,2016,0
2287756,2012,0
2444375,2012,0
1127145,2015,0
882696,2015,0
878112,2015,0
83406,2016,0
2357058,2012,0
2736163,2011,0
357366,2016,0
2349505,2012,0
2635044,2012,0
2033833,2013,0
331476,2016,0
369136,2016,0
2587506,2012,0
2031628,2013,0
507984,2016,0
244052,2016,0
1654117,2014,0
2200112,2013,0
2068272,2013,0
2349636,2012,0
1027281,2015,0
2094266,2013,0
2365434,2012,0
524705,2016,0
2297128,2012,0
1477798,2014,0
2863206,2011,0
2263857,2012,0
2549124,2012,0
1587194,2014,0
2645688,2011,0
1984067,2013,0
1501012,2014,0
1638237,2014,0
1286940,2014,0
2370683,2012,0
1713165,2014,0
822864,2015,0
2285539,2012,0
1921302,2013,0
2183519,2013,0
2569161,2012,0
2444621,2012,0
863461,2015,0
61365,2016,0
838188,2015,0
2696174,2011,0
2777470,2011,0
1680903,2014,0
2522244,2012,0
1343115,2014,0
1578918,2014,0
1269349,2014,0
2816474,2011,0
2207139,2013,0
2493987,2012,0
1257701,2015,0
1215568,2015,0
290953,2016,0
1125165,2015,0
1954591,2013,0
986480,2015,0
2258483,2012,0
1610922,2014,0
56386,2016,0
500420,2016,0
2323607,2012,0
2575624,2012,0
308081,2016,0
1061388,2015,0
105251,2016,0
224378,2016,0
2313201,2012,0
2906512,2011,0
2983542,2011,0
714883,2015,0
2681313,2011,0
353449,2016,0
765394,2015,0
1743674,2014,0
1076719,2015,0
1990905,2013,0
2531269,2012,0
2905775,2011,0
441517,2016,0
1761805,2014,0
1602712,2014,0
787897,2015,0
134593,2016,0
619408,2016,0
682976,2015,0
1107631,2015,0
2373449,2012,0
834552,2015,0
2567135,2012,0
1033470,2015,0
2136754,2013,0
2232507,2012,0
1843094,2013,0
2330208,2012,0
1196550,2015,0
1292345,2014,0
2417364,2012,0
2380439,2012,0
1512899,2014,0
2758540,2011,0
1093548,2015,0
2304419,2012,0
1472662,2014,0
2512043,2012,0
258111,2016,0
756841,2015,0
1425770,2014,0
1360359,2014,0
629339,2016,0
648401,2015,0
1003561,2015,0
299419,2016,0
999016,2015,0
266402,2016,0
240826,2016,0
1799416,2013,0
2335174,2012,0
1204723,2015,0
2261212,2012,0
1397700,2014,0
1804543,2013,0
1833947,2013,0
568644,2016,0
2048182,2013,0
2645986,2011,0
834680,2015,0
974363,2015,0
2294015,2012,0
788009,2015,0
1102090,2015,0
2907745,2011,0
423807,2016,0
1354653,2014,0
2379186,2012,0
1022103,2015,0
610767,2016,0
500309,2016,0
1988995,2013,0
854821,2015,0
2900174,2011,0
2443461,2012,0
2088012,2013,0
1513453,2014,0
1764761,2014,0
57461,2016,0
1492032,2014,0
1623994,2014,0
1699694,2014,0
944945,2015,0
779265,2015,0
2232833,2012,0
2948623,2011,0
2743846,2011,0
536011,2016,0
985926,2015,0
2613782,2012,0
2938598,2011,0
209099,2016,0
1460435,2014,0
2200254,2013,0
1348631,2014,0
400253,2016,0
2005365,2013,0
190393,2016,0
1931539,2013,0
1968922,2013,0
2068568,2013,0
2664564,2011,0
988333,2015,0
707920,2015,0
2435019,2012,0
1431294,2014,0
2758627,2011,0
1976220,2013,0
2879662,2011,0
2740034,2011,0
2181607,2013,0
1765714,2014,0
1069786,2015,0
2001675,2013,0
997827,2015,0
1549697,2014,0
2577504,2012,0
2524752,2012,0
791912,2015,0
1621389,2014,0
232793,2016,0
1357026,2014,0
2363353,2012,0
2920606,2011,0
2493592,2012,0
1695201,2014,0
434814,2016,0
113907,2016,0
842213,2015,0
767154,2015,0
2042545,2013,0
647896,2015,0
1813833,2013,0
2089305,2013,0
2159923,2013,0
2451658,2012,0
2978988,2011,0
2916097,2011,0
2047254,2013,0
421496,2016,0
1045127,2015,0
1195183,2015,0
2913469,2011,0
1569321,2014,0
2737177,2011,0
1907426,2013,0
2628340,2012,0
1468001,2014,0
845069,2015,0
781106,2015,0
2370819,2012,0
2298288,2012,0
759978,2015,0
688803,2015,0
499766,2016,0
1565,2016,0
2487967,2012,0
1645427,2014,0
1263825,2015,0
2720373,2011,0
7061,2016,0
1344194,2014,0
1092197,2015,0
1915596,2013,0
775666,2015,0
2260398,2012,0
1356622,2014,0
541698,2016,0
2496383,2012,0
2103414,2013,0
390629,2016,0
1622948,2014,0
242336,2016,0
2037993,2013,0
141548,2016,0
1093592,2015,0
2643187,2012,0
2377106,2012,0
495319,2016,0
943396,2015,0
2947578,2011,0
1393121,2014,0
970042,2015,0
853155,2015,0
464449,2016,0
122373,2016,0
725344,2015,0
1696367,2014,0
447849,2016,0
796206,2015,0
2928048,2011,0
11911,2016,0
785472,2015,0
307982,2016,0
1130241,2015,0
135392,2016,0
2944778,2011,0
2612203,2012,0
2721244,2011,0
519926,2016,0
1625837,2014,0
657103,2015,0
2478165,2012,0
1205969,2015,0
185901,2016,0
2508465,2012,0
1288260,2014,0
395276,2016,0
208389,2016,0
2842962,2011,0
2701031,2011,0
880107,2015,0
798281,2015,0
1140571,2015,0
2252395,2012,0
2970775,2011,0
22788,2016,0
1448173,2014,0
92320,2016,0
80869,2016,0
159325,2016,0
1133425,2015,0
733174,2015,0
1578775,2014,0
1957002,2013,0
2728231,2011,0
2006410,2013,0
482579,2016,0
66665,2016,0
1702219,2014,0
743610,2015,0
1869476,2013,0
1804862,2013,0
5557,2016,0
238847,2016,0
1276592,2014,0
2985182,2011,0
854122,2015,0
1412949,2014,0
1621470,2014,0
234063,2016,0
1057445,2015,0
1600478,2014,0
1258403,2015,0
251381,2016,0
166730,2016,0
1491717,2014,0
1562737,2014,0
979454,2015,0
1163367,2015,0
1505847,2014,0
2853309,2011,0
2208708,2013,0
1554054,2014,0
1172865,2015,0
3000745,2011,0
80305,2016,0
2502139,2012,0
865304,2015,0
2968428,2011,0
1631439,2014,0
1564643,2014,0
1533031,2014,0
2751962,2011,0
541638,2016,0
2276129,2012,0
1881501,2013,0
486153,2016,0
2028304,2013,0
2154359,2013,0
937878,2015,0
2682765,2011,0
2899837,2011,0
2654870,2011,0
199243,2016,0
2698502,2011,0
2357046,2012,0
1648789,2014,0
623511,2016,0
812160,2015,0
313432,2016,0
180608,2016,0
1397882,2014,0
906074,2015,0
40489,2016,0
2704862,2011,0
2109058,2013,0
1740855,2014,0
851492,2015,0
2994270,2011,0
1041526,2015,0
1335187,2014,0
1494472,2014,0
1044985,2015,0
1176878,2015,0
683242,2015,0
1577622,2014,0
1601267,2014,0
2429779,2012,0
733091,2015,0
1223864,2015,0
570727,2016,0
564568,2016,0
2505356,2012,0
2430602,2012,0
320991,2016,0
1242981,2015,0
1321872,2014,0
2624666,2012,0
212975,2016,0
473529,2016,0
1253592,2015,0
1762022,2014,0
302584,2016,0
2175231,2013,0
1616204,2014,0
1511671,2014,0
1687527,2014,0
1490919,2014,0
2975246,2011,0
2645393,2011,0
2717948,2011,0
686587,2015,0
2594486,2012,0
487473,2016,0
936336,2015,0
1928082,2013,0
2158951,2013,0
876233,2015,0
69349,2016,0
93868,2016,0
2551030,2012,0
735029,2015,0
1301205,2014,0
2589618,2012,0
1609038,2014,0
1605105,2014,0
2536248,2012,0
813173,2015,0
306825,2016,0
319549,2016,0
2002812,2013,0
2498722,2012,0
2471536,2012,0
1460689,2014,0
1053017,2015,0
1376602,2014,0
1250032,2015,0
1456042,2014,0
139799,2016,0
556882,2016,0
1488257,2014,0
2992068,2011,0
2195540,2013,0
969609,2015,0
289235,2016,0
825567,2015,0
2631645,2012,0
632955,2016,0
1614975,2014,0
1279416,2014,0
1783480,2014,0
2687286,2011,0
159000,2016,0
273781,2016,0
2110793,2013,0
1929247,2013,0
590522,2016,0
394457,2016,0
525295,2016,0
595614,2016,0
85353,2016,0
2108087,2013,0
405857,2016,0
589496,2016,0
1365633,2014,0
420328,2016,0
2810278,2011,0
481195,2016,0
2080644,2013,0
2462956,2012,0
651379,2015,0
1969008,2013,0
2864318,2011,0
1134051,2015,0
279993,2016,0
2505160,2012,0
1234060,2015,0
553054,2016,0
780814,2015,0
2576501,2012,0
913574,2015,0
2211410,2013,0
2023865,2013,0
2253773,2012,0
787411,2015,0
2541409,2012,0
2736556,2011,0
1923325,2013,0
122519,2016,0
1343639,2014,0
773913,2015,0
267235,2016,0
2539718,2012,0
979378,2015,0
1392493,2014,0
1533289,2014,0
1745423,2014,0
344257,2016,0
862853,2015,0
1697424,2014,0
923758,2015,0
2496010,2012,0
457329,2016,0
650254,2015,0
351762,2016,0
2221459,2013,0
2117224,2013,0
2868768,2011,0
2120814,2013,0
2466987,2012,0
1277111,2014,0
2242380,2012,0
2232335,2012,0
1868609,2013,0
762281,2015,0
2079393,2013,0
1449366,2014,0
2046222,2013,0
12521,2016,0
2750190,2011,0
1517723,2014,0
756187,2015,0
718645,2015,0
472129,2016,0
2994275,2011,0
794139,2015,0
1488498,2014,0
2768944,2011,0
2987572,2011,0
2149914,2013,0
371828,2016,0
846891,2015,0
2419988,2012,0
2373549,2012,0
61056,2016,0
2688517,2011,0
41038,2016,0
1655237,2014,0
2414129,2012,0
820265,2015,0
22832,2016,0
2668811,2011,0
1718290,2014,0
415064,2016,0
362109,2016,0
2419301,2012,0
1256454,2015,0
1034683,2015,0
1025912,2015,0
822271,2015,0
2726260,2011,0
1582390,2014,0
435855,2016,0
2854828,2011,0
2308899,2012,0
2761337,2011,0
2660968,2011,0
1144636,2015,0
2869041,2011,0
1663131,2014,0
287954,2016,0
2047405,2013,0
230705,2016,0
1102954,2015,0
2623411,2012,0
746064,2015,0
961974,2015,0
2812029,2011,0
2862006,2011,0
2502188,2012,0
1131328,2015,0
1973140,2013,0
1541124,2014,0
2869084,2011,0
1804191,2013,0
2585393,2012,0
2290130,2012,0
2113359,2013,0
866664,2015,0
313121,2016,0
2906872,2011,0
439181,2016,0
1003765,2015,0
2616443,2012,0
1057544,2015,0
581568,2016,0
2627048,2012,0
174418,2016,0
1621357,2014,0
2487616,2012,0
1385566,2014,0
2366192,2012,0
135964,2016,0
2528551,2012,0
1344937,2014,0
2206564,2013,0
854716,2015,0
1351643,2014,0
2013090,2013,0
2125475,2013,0
1790732,2013,0
1300213,2014,0
2819250,2011,0
757019,2015,0
1744988,2014,0
1611818,2014,0
455369,2016,0
1005680,2015,0
653374,2015,0
2228589,2012,0
1346220,2014,0
774931,2015,0
153513,2016,0
2389593,2012,0
269017,2016,0
1944067,2013,0
1154602,2015,0
1836960,2013,0
831993,2015,0
718410,2015,0
2004568,2013,0
126340,2016,0
530807,2016,0
1349944,2014,0
535367,2016,0
2185306,2013,0
2785216,2011,0
522355,2016,0
493975,2016,0
2154237,2013,0
1663506,2014,0
1767756,2014,0
2874835,2011,0
1457045,2014,0
1143476,2015,0
852857,2015,0
2716209,2011,0
2914804,2011,0
1243858,2015,0
2081201,2013,0
2406445,2012,0
2746706,2011,0
1551905,2014,0
1182081,2015,0
1243424,2015,0
1134735,2015,0
545047,2016,0
2649478,2011,0
2095435,2013,0
2070543,2013,0
1443054,2014,0
1817479,2013,0
822578,2015,0
877636,2015,0
1601446,2014,0
2792174,2011,0
2383559,2012,0
2276051,2012,0
2457357,2012,0
1316713,2014,0
2553279,2012,0
2623497,2012,0
2224070,2013,0
2379563,2012,0
2229641,2012,0
2179101,2013,0
1500055,2014,0
641269,2016,0
845520,2015,0
1673893,2014,0
932288,2015,0
2061688,2013,0
1718896,2014,0
1500520,2014,0
427001,2016,0
1743934,2014,0
2556090,2012,0
1774215,2014,0
1240051,2015,0
2946839,2011,0
1961743,2013,0
1284319,2014,0
430951,2016,0
1992559,2013,0
2636313,2012,0
2474308,2012,0
735260,2015,0
2875767,2011,0
2564406,2012,0
68955,2016,0
2295839,2012,0
968363,2015,0
2917666,2011,0
1846484,2013,0
2595478,2012,0
2066689,2013,0
2762106,2011,0
1442220,2014,0
2479668,2012,0
2093262,2013,0
1183685,2015,0
2306896,2012,0
1318959,2014,0
1105523,2015,0
2461013,2012,0
34738,2016,0
791192,2015,0
2189653,2013,0
1609792,2014,0
793347,2015,0
1666185,2014,0
91395,2016,0
264646,2016,0
23570,2016,0
2633656,2012,0
2786234,2011,0
473787,2016,0
2157179,2013,0
1315712,2014,0
133060,2016,0
2962819,2011,0
2252698,2012,0
1370570,2014,0
19742,2016,0
2457259,2012,0
2349360,2012,0
1115871,2015,0
2322797,2012,0
1565974,2014,0
1490251,2014,0
491082,2016,0
1992342,2013,0
2740548,2011,0
1229811,2015,0
970108,2015,0
2180859,2013,0
1799570,2013,0
1065080,2015,0
658761,2015,0
2234111,2012,0
1631662,2014,0
865370,2015,0
2090474,2013,0
38583,2016,0
101533,2016,0
916094,2015,0
1199130,2015,0
180666,2016,0
1967258,2013,0
2396967,2012,0
2877580,2011,0
2702770,2011,0
2312069,2012,0
1994339,2013,0
640166,2016,0
42229,2016,0
2725469,2011,0
193765,2016,0
2701880,2011,0
961165,2015,0
475723,2016,0
863612,2015,0
317367,2016,0
2528657,2012,0
820359,2015,0
204741,2016,0
2781123,2011,0
35019,2016,0
310437,2016,0
51289,2016,0
1963632,2013,0
1362371,2014,0
1917455,2013,0
2143827,2013,0
976696,2015,0
550227,2016,0
1013196,2015,0
2562787,2012,0
828414,2015,0
1573322,2014,0
1885896,2013,0
1345585,2014,0
1138066,2015,0
170103,2016,0
1450530,2014,0
2515261,2012,0
1950131,2013,0
199851,2016,0
2813769,2011,0
2443948,2012,0
2810667,2011,0
1015562,2015,0
2967020,2011,0
582826,2016,0
2318299,2012,0
2875119,2011,0
1997163,2013,0
606837,2016,0
828366,2015,0
1748420,2014,0
488255,2016,0
2142505,2013,0
710296,2015,0
1853402,2013,0
139453,2016,0
1373336,2014,0
2990546,2011,0
352546,2016,0
2310878,2012,0
1936215,2013,0
1947161,2013,0
1385982,2014,0
1523540,2014,0
685365,2015,0
1434438,2014,0
1147309,2015,0
2668963,2011,0
14263,2016,0
1184100,2015,0
2609073,2012,0
473958,2016,0
2371809,2012,0
2280334,2012,0
2511145,2012,0
99580,2016,0
1568192,2014,0
1315676,2014,0
1874035,2013,0
1888915,2013,0
1239206,2015,0
276077,2016,0
1533167,2014,0
732992,2015,0
2142359,2013,0
1522655,2014,0
2166736,2013,0
2323729,2012,0
957203,2015,0
2599785,2012,0
2739780,2011,0
2059837,2013,0
2991705,2011,0
795442,2015,0
299161,2016,0
1525712,2014,0
2548832,2012,0
1195094,2015,0
725167,2015,0
1314483,2014,0
1287347,2014,0
723688,2015,0
2776525,2011,0
606152,2016,0
2382561,2012,0
2880904,2011,0
638158,2016,0
2216110,2013,0
334998,2016,0
1883353,2013,0
2418685,2012,0
958684,2015,0
2837390,2011,0
1978603,2013,0
1838849,2013,0
1279343,2014,0
2427987,2012,0
328977,2016,0
2935811,2011,0
2908449,2011,0
2895482,2011,0
1340072,2014,0
1318478,2014,0
1979164,2013,0
615616,2016,0
368118,2016,0
2944179,2011,0
203766,2016,0
866083,2015,0
2767309,2011,0
474360,2016,0
1946003,2013,0
644503,2016,0
2798821,2011,0
1312413,2014,0
2421387,2012,0
2013643,2013,0
291362,2016,0
1909194,2013,0
1171192,2015,0
2740546,2011,0
504063,2016,0
2050761,2013,0
150545,2016,0
1707437,2014,0
1143156,2015,0
1677641,2014,0
1591164,2014,0
2690733,2011,0
2305541,2012,0
1288290,2014,0
343346,2016,0
2381759,2012,0
2464741,2012,0
2257707,2012,0
1432697,2014,0
858354,2015,0
11971,2016,0
977978,2015,0
2447309,2012,0
2840591,2011,0
2748255,2011,0
713001,2015,0
760012,2015,0
2716656,2011,0
116829,2016,0
2810484,2011,0
1075272,2015,0
231921,2016,0
128545,2016,0
242295,2016,0
1778348,2014,0
184257,2016,0
2649774,2011,0
1455014,2014,0
1203025,2015,0
1878105,2013,0
1789258,2013,0
470071,2016,0
1644253,2014,0
1042824,2015,0
2196215,2013,0
495501,2016,0
1017948,2015,0
2123452,2013,0
1850182,2013,0
1285988,2014,0
1523343,2014,0
2018950,2013,0
1263052,2015,0
762710,2015,0
692501,2015,0
2005637,2013,0
361988,2016,0
2287603,2012,0
1699874,2014,0
356467,2016,0
2850553,2011,0
1318351,2014,0
980831,2015,0
1609948,2014,0
918529,2015,0
1812091,2013,0
1296825,2014,0
520677,2016,0
1685508,2014,0
1240908,2015,0
1460089,2014,0
1008976,2015,0
1738114,2014,0
1477168,2014,0
749851,2015,0
781677,2015,0
150208,2016,0
1236193,2015,0
255042,2016,0
2239382,2012,0
1243111,2015,0
112267,2016,0
719398,2015,0
624578,2016,0
1346788,2014,0
672971,2015,0
2521629,2012,0
828527,2015,0
1740556,2014,0
763313,2015,0
553902,2016,0
1876436,2013,0
1648070,2014,0
2652410,2011,0
161223,2016,0
1534198,2014,0
1057592,2015,0
1441598,2014,0
2091926,2013,0
2862263,2011,0
1571748,2014,0
300251,2016,0
734792,2015,0
1093583,2015,0
1822504,2013,0
427296,2016,0
2649368,2011,0
250561,2016,0
2765463,2011,0
2926431,2011,0
2939997,2011,0
67941,2016,0
1438556,2014,0
364098,2016,0
2824965,2011,0
1393764,2014,0
2874121,2011,0
2185665,2013,0
2591297,2012,0
194787,2016,0
266877,2016,0
1140942,2015,0
1876293,2013,0
1433499,2014,0
774522,2015,0
793168,2015,0
2181940,2013,0
1276677,2014,0
1552037,2014,0
2800407,2011,0
1120226,2015,0
1688756,2014,0
2898780,2011,0
2756144,2011,0
2721653,2011,0
2566026,2012,0
2618069,2012,0
1987146,2013,0
1833389,2013,0
1670572,2014,0
2995431,2011,0
310754,2016,0
438597,2016,0
387777,2016,0
642857,2016,0
2376991,2012,0
404824,2016,0
31619,2016,0
1856465,2013,0
409057,2016,0
2378386,2012,0
343256,2016,0
653768,2015,0
593069,2016,0
244310,2016,0
2592288,2012,0
2463125,2012,0
1628354,2014,0
184809,2016,0
2694016,2011,0
1894775,2013,0
2269540,2012,0
2390670,2012,0
1586616,2014,0
1299212,2014,0
2405613,2012,0
266398,2016,0
1399236,2014,0
1407368,2014,0
2604379,2012,0
1880601,2013,0
1525988,2014,0
2366438,2012,0
2213984,2013,0
1661016,2014,0
1455818,2014,0
2760947,2011,0
2965498,2011,0
1138049,2015,0
382246,2016,0
2096191,2013,0
622653,2016,0
2848007,2011,0
1967545,2013,0
2877443,2011,0
63539,2016,0
2172966,2013,0
460753,2016,0
2533545,2012,0
671016,2015,0
1326189,2014,0
1110412,2015,0
1089016,2015,0
815885,2015,0
608753,2016,0
715283,2015,0
2309917,2012,0
752110,2015,0
1235771,2015,0
2613693,2012,0
2766547,2011,0
207739,2016,0
1071606,2015,0
1233433,2015,0
1905116,2013,0
1897746,2013,0
420517,2016,0
2878609,2011,0
1362911,2014,0
204819,2016,0
